"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","Date"
"139","Kansas","US","2021-01-03 05:30:33","38.5266","-96.7265","230119","2872","4612.0","222830.0","20.0","7905.56733671688","1012506.0","","1.2469932353222122","84000020.0","USA","34754.441162195355","","01-02-2021"
"140","Kentucky","US","2021-01-03 05:30:33","37.6681","-84.6701","273970","2698","37273.0","233999.0","21.0","6132.275123985126","3210804.0","","0.9847793554038764","84000021.0","USA","71867.48000581062","","01-02-2021"
"141","Louisiana","US","2021-01-03 05:30:33","31.1695","-91.8678","315275","7488","263712.0","44075.0","22.0","6781.866436757577","4214182.0","","2.375069383871224","84000022.0","USA","90651.08068888405","","01-02-2021"
"142","Maine","US","2021-01-03 05:30:33","44.6939","-69.3819","25245","358","11438.0","13449.0","23.0","1878.0519739445858","1112457.0","","1.4181025945731829","84000023.0","USA","82759.04396032769","","01-02-2021"
"143","Maryland","US","2021-01-03 05:30:33","39.0639","-76.8021","283171","5967","9374.0","267830.0","24.0","4683.856902780167","5807666.0","","2.1072073058328717","84000024.0","USA","96063.07313652064","","01-02-2021"
"144","Massachusetts","US","2021-01-03 05:30:33","42.2302","-71.5301","384181","12502","261672.0","110007.0","25.0","5573.896739689486","11046093.0","","3.2541952881584466","84000025.0","USA","160262.43296520872","","01-02-2021"
"145","Michigan","US","2021-01-03 05:30:33","43.3266","-84.5361","538121","13306","363611.0","161204.0","26.0","5388.291831954738","8122575.0","","2.4726780779787445","84000026.0","USA","81332.64549597536","","01-02-2021"
"146","Minnesota","US","2021-01-03 05:30:33","45.6945","-93.9002","417832","5436","398199.0","14197.0","27.0","7408.852208796601","5387936.0","","1.3010013593980356","84000027.0","USA","95537.01376260012","","01-02-2021"
"147","Mississippi","US","2021-01-03 05:30:33","32.7416","-89.6787","220277","4840","167263.0","48174.0","28.0","7401.410346054582","1347935.0","","2.197233483296032","84000028.0","USA","45291.24717882068","","01-02-2021"
"148","Missouri","US","2021-01-03 05:30:33","38.4561","-92.2884","410744","5721","","404588.0","29.0","6685.292275526491","3679665.0","","1.3933537246682346","84000029.0","USA","59954.511889996924","","01-02-2021"
"149","Montana","US","2021-01-03 05:30:33","46.9219","-110.4544","81944","971","75974.0","4999.0","30.0","7667.073985430089","792779.0","","1.1849555794200917","84000030.0","USA","74176.20871687104","","01-02-2021"
"150","Nebraska","US","2021-01-03 05:30:33","41.1254","-98.2681","168262","1669","109705.0","56888.0","31.0","8698.371801605452","1766104.0","","0.9919054807383724","84000031.0","USA","91299.456991493","","01-02-2021"
"151","Nevada","US","2021-01-03 05:30:33","38.3135","-117.0554","228871","3148","","225723.0","32.0","7482.315830756624","2111559.0","","1.3659222361552847","84000032.0","USA","68553.6381923513","","01-02-2021"
"152","New Hampshire","US","2021-01-03 05:30:33","43.4525","-71.5639","46614","769","37947.0","6490.0","33.0","3324.677082115244","1032929.0","","1.7011016236782728","84000033.0","USA","75966.80471070691","","01-02-2021"
"153","New Jersey","US","2021-01-03 05:30:33","40.2989","-74.521","541202","19187","56575.0","412610.0","34.0","5498.32867794992","7798225.0","","3.928767415003317","84000034.0","USA","87796.19665870692","","01-02-2021"
"154","New Mexico","US","2021-01-03 05:30:33","34.8405","-106.2485","145379","2534","67573.0","75272.0","35.0","6933.27877475941","1995329.0","","1.7430302863549756","84000035.0","USA","95159.35729618392","","01-02-2021"
"155","New York","US","2021-01-03 05:30:33","42.1657","-74.9481","1011665","38273","103828.0","869564.0","36.0","5200.410351606063","25706759.0","","3.783169329768253","84000036.0","USA","132144.2331303765","","01-02-2021"
"156","North Carolina","US","2021-01-03 05:30:33","35.6301","-79.8064","558437","6892","403488.0","148057.0","37.0","5324.490154731789","7079384.0","","1.2341589113901836","84000037.0","USA","67499.30683240143","","01-02-2021"
"157","North Dakota","US","2021-01-03 05:30:33","47.5289","-99.784","92891","1317","89582.0","1999.0","38.0","12189.428156764148","1290077.0","","1.410255030089029","84000038.0","USA","169287.66950720546","","01-02-2021"
"158","Northern Mariana Islands","US","2021-01-03 05:30:33","15.0979","145.6739","122","2","29.0","91.0","69.0","221.2389380530973","17551.0","","1.639344262295082","580.0","MNP","31827.57870303206","","01-02-2021"
"159","Ohio","US","2021-01-03 05:30:33","40.3888","-82.7649","714673","14743","573641.0","132015.0","39.0","6114.012199399441","7819008.0","","1.261695908478423","84000039.0","USA","66891.44587692808","","01-02-2021"
"160","Oklahoma","US","2021-01-03 05:30:33","35.5653","-96.9289","296055","2527","259841.0","33687.0","40.0","7481.8592302041125","2690373.0","","0.8535576159835165","84000040.0","USA","67990.71815284975","","01-02-2021"
"161","Oregon","US","2021-01-03 05:30:33","44.572","-122.0709","116348","1492","5870.0","108986.0","41.0","2758.540895271564","2652670.0","","1.282359817100423","84000041.0","USA","62893.20552703974","","01-02-2021"
"162","Pennsylvania","US","2021-01-03 05:30:33","40.5908","-77.2098","660580","16179","453531.0","190870.0","42.0","5159.979437570209","3946800.0","","2.4492112991613437","84000042.0","USA","30829.584371616005","","01-02-2021"
"163","Puerto Rico","US","2021-01-03 05:30:33","18.2208","-66.5901","77932","1526","68340.0","8066.0","72.0","2440.1836869781514","383904.0","","1.9581173330595905","630.0","PRI","12020.688268819742","","01-02-2021"
"164","Rhode Island","US","2021-01-03 05:30:33","41.6809","-71.5118","87949","1957","5381.0","80791.0","44.0","8302.080216281325","1974498.0","","2.020489147119353","84000044.0","USA","186385.75518638126","","01-02-2021"
"165","South Carolina","US","2021-01-03 05:30:33","33.8569","-80.945","312718","5385","152535.0","154798.0","45.0","6073.710833423647","3204255.0","","1.7219987336833824","84000045.0","USA","62234.08408390911","","01-02-2021"
"166","South Dakota","US","2021-01-03 05:30:33","44.2998","-99.4388","99829","1501","92595.0","5733.0","46.0","11284.461018313272","373946.0","","1.5035711065922728","84000046.0","USA","42270.07242338573","","01-02-2021"
"167","Tennessee","US","2021-01-03 05:30:33","35.7478","-86.6923","604132","6970","523089.0","74073.0","47.0","8846.340714118574","5718900.0","","1.1537213721504571","84000047.0","USA","83742.1919546932","","01-02-2021"
"168","Texas","US","2021-01-03 05:30:33","31.0545","-97.5635","1801181","28442","1443061.0","322054.0","48.0","6185.199201224477","14005637.0","","1.580080437011731","84000048.0","USA","48302.160572393026","","01-02-2021"
"169","Utah","US","2021-01-03 05:30:33","40.15","-111.8624","281654","1294","230287.0","50073.0","49.0","8785.330313123253","2268187.0","","0.4594289447336094","84000049.0","USA","70749.11773641451","","01-02-2021"
"170","Vermont","US","2021-01-03 05:30:33","44.0459","-72.7107","7689","139","5188.0","2362.0","50.0","1232.2332605222207","708246.0","","1.807777344258031","84000050.0","USA","113502.96239196525","","01-02-2021"
"171","Virgin Islands","US","2021-01-03 05:30:33","18.3358","-64.8963","2041","23","1901.0","117.0","78.0","1902.7109669239665","36212.0","","1.1268985791278785","850.0","VIR","33758.4368124697","","01-02-2021"
"172","Virginia","US","2021-01-03 05:30:33","37.7693","-78.17","358755","5117","31182.0","322456.0","51.0","4203.083608624151","4337939.0","","1.4263215843681618","84000051.0","USA","50822.205421837854","","01-02-2021"
"173","Washington","US","2021-01-03 05:30:33","47.4009","-121.4905","246752","3461","","243291.0","53.0","3240.3869627583736","3836820.0","","1.402622876410323","84000053.0","USA","50385.73752776303","","01-02-2021"
"174","West Virginia","US","2021-01-03 05:30:33","38.4912","-80.9545","89327","1373","61120.0","26834.0","54.0","4984.3567519851895","1552160.0","","1.5370492684182837","84000054.0","USA","86608.96678676472","","01-02-2021"
"175","Wisconsin","US","2021-01-03 05:30:33","44.2685","-89.6165","523652","5256","452502.0","65894.0","55.0","8993.695763661726","5402674.0","","1.0037200278047254","84000055.0","USA","92790.64391283783","","01-02-2021"
"176","Wyoming","US","2021-01-03 05:30:33","42.756","-107.3025","44573","438","43037.0","1098.0","56.0","7701.478508325573","501784.0","","0.9826576627106096","84000056.0","USA","86699.99084247503","","01-02-2021"
"177","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","Total_Test_Results","People_Hospitalized","Case_Fatality_Ratio","UID","ISO3","Testing_Rate","Hospitalization_Rate","01-03-2021"
"178","Alabama","US","2021-01-04 05:30:45","32.3182","-86.9023","371934","4873","202137.0","164924.0","1.0","7585.559182449775","1900070.0","","1.3101786876166202","84000001.0","USA","38751.750137920564","","01-03-2021"
"179","Alaska","US","2021-01-04 05:30:45","61.3707","-152.4044","48098","215","7165.0","40718.0","2.0","6574.851854636421","1293837.0","","0.4470040334317435","84000002.0","USA","176863.6242473122","","01-03-2021"
"180","American Samoa","US","2021-01-04 05:30:45","-14.271","-170.132","0","0","","0.0","60.0","0.0","2140.0","","","16.0","ASM","3846.084721698028","","01-03-2021"
"181","Arizona","US","2021-01-04 05:30:45","33.7298","-111.4312","556384","9061","78690.0","468633.0","4.0","7643.984509907446","2922767.0","","1.6285515039972394","84000004.0","USA","40154.97511443294","","01-03-2021"
"182","Arkansas","US","2021-01-04 05:30:45","34.9697","-92.3731","233475","3749","203701.0","26025.0","5.0","7736.585941300363","2079788.0","","1.605739372523825","84000005.0","USA","68917.26566735281","","01-03-2021"
"183","California","US","2021-01-04 05:30:45","36.1162","-119.6816","2452262","26638","","2400292.0","6.0","6142.225913231964","33812786.0","","1.0976006724545002","84000006.0","USA","85575.50912789695","","01-03-2021"
"184","Colorado","US","2021-01-04 05:30:45","39.0598","-105.3111","341250","4934","18305.0","318011.0","8.0","5925.779546067053","4502496.0","","1.4458608058608058","84000008.0","USA","78185.49070490469","","01-03-2021"
"185","Connecticut","US","2021-01-04 05:30:45","41.5978","-72.7554","190120","6099","9800.0","174221.0","9.0","5332.530031944132","4383361.0","","3.20797391121397","84000009.0","USA","122945.5300512974","","01-03-2021"
"186","Delaware","US","2021-01-04 05:30:45","39.3185","-75.5071","59484","1080","18851.0","39703.0","10.0","6108.666987072843","996096.0","","1.5634456324389752","84000010.0","USA","102293.36882447902","","01-03-2021"
"187","Diamond Princess","US","2021-01-04 05:30:45","","","49","0","","49.0","88888.0","","","","0.0","84088888.0","USA","","","01-03-2021"
"188","District of Columbia","US","2021-01-04 05:30:45","38.8974","-77.0268","29764","794","21072.0","7898.0","11.0","4217.363396901731","918000.0","","2.667652197285311","84000011.0","USA","130074.5732547974","","01-03-2021"
"189","Florida","US","2021-01-04 05:30:45","27.7663","-81.6868","1365436","21987","","1343449.0","12.0","6357.448179945587","16020601.0","","1.6102548929426206","84000012.0","USA","74591.6620545265","","01-03-2021"
"190","Georgia","US","2021-01-04 05:30:45","33.0406","-83.6431","690900","10964","","679936.0","13.0","6507.228731491625","5462241.0","","1.586915617310754","84000013.0","USA","51446.014725042034","","01-03-2021"
"191","Grand Princess","US","2021-01-04 05:30:45","","","103","3","","100.0","99999.0","","","","2.9126213592233015","84099999.0","USA","","","01-03-2021"
"192","Guam","US","2021-01-04 05:30:45","13.4443","144.7937","7326","122","7047.0","157.0","66.0","4460.844308861407","96202.0","","1.6653016653016652","316.0","GUM","58577.96126140938","","01-03-2021"
"193","Hawaii","US","2021-01-04 05:30:45","21.0943","-157.4983","22303","289","11958.0","10056.0","15.0","1575.2130136057494","825956.0","","1.2957898040622338","84000015.0","USA","58335.499254169874","","01-03-2021"
"194","Idaho","US","2021-01-04 05:30:45","44.2405","-114.4788","142507","1448","60164.0","80895.0","16.0","7974.3601939492955","548008.0","","1.0160904376627111","84000016.0","USA","30665.252802779974","","01-03-2021"
"195","Illinois","US","2021-01-04 05:30:45","40.3495","-88.9861","979821","18322","","961499.0","17.0","7732.282518826615","13482117.0","","1.8699333857918947","84000017.0","USA","106394.47163908012","","01-03-2021"
"196","Indiana","US","2021-01-04 05:30:45","39.8494","-86.2583","526071","9625","348425.0","169171.0","18.0","7814.228859756346","5792697.0","","1.6109992757631575","84000018.0","USA","86044.39338648965","","01-03-2021"
"197","Iowa","US","2021-01-04 05:30:45","42.0115","-93.2105","284715","3946","244021.0","36748.0","19.0","9024.04701005049","1178096.0","","1.3859473508596316","84000019.0","USA","37339.77376096252","","01-03-2021"
"198","Kansas","US","2021-01-04 05:30:45","38.5266","-96.7265","230119","2872","4612.0","222830.0","20.0","7905.56733671688","1012506.0","","1.2469932353222122","84000020.0","USA","34754.441162195355","","01-03-2021"
"199","Kentucky","US","2021-01-04 05:30:45","37.6681","-84.6701","276825","2723","37375.0","236727.0","21.0","6196.178637066769","3210804.0","","0.9836539329901562","84000021.0","USA","71867.48000581062","","01-03-2021"
"200","Louisiana","US","2021-01-04 05:30:45","31.1695","-91.8678","321058","7537","263712.0","49809.0","22.0","6906.264291340937","4256466.0","","2.347550909804459","84000022.0","USA","91560.64992339947","","01-03-2021"
"201","Maine","US","2021-01-04 05:30:45","44.6939","-69.3819","25592","359","11465.0","13768.0","23.0","1903.8663544143333","1112804.0","","1.4027821194123165","84000023.0","USA","82784.85834079744","","01-03-2021"
"202","Maryland","US","2021-01-04 05:30:45","39.0639","-76.8021","285319","5994","9378.0","269947.0","24.0","4719.3864048378355","5834126.0","","2.1008064657453587","84000024.0","USA","96500.74102499637","","01-03-2021"
"203","Massachusetts","US","2021-01-04 05:30:45","42.2302","-71.5301","387662","12610","261672.0","113380.0","25.0","5624.400888907847","11090924.0","","3.252833654059464","84000025.0","USA","160912.86431068653","","01-03-2021"
"204","Michigan","US","2021-01-04 05:30:45","43.3266","-84.5361","538121","13306","363611.0","161204.0","26.0","5388.291831954738","8122575.0","","2.4726780779787445","84000026.0","USA","81332.64549597536","","01-03-2021"
"205","Minnesota","US","2021-01-04 05:30:45","45.6945","-93.9002","420544","5489","403419.0","11636.0","27.0","7456.940452852243","5476196.0","","1.3052141987520924","84000027.0","USA","97102.00949281798","","01-03-2021"
"206","Mississippi","US","2021-01-04 05:30:45","32.7416","-89.6787","222061","4871","167263.0","49927.0","28.0","7461.353581423511","1349719.0","","2.193541414296072","84000028.0","USA","45351.190414189616","","01-03-2021"
"207","Missouri","US","2021-01-04 05:30:45","38.4561","-92.2884","413295","5740","","407102.0","29.0","6726.563635451203","3691231.0","","1.3894069828843274","84000029.0","USA","60142.96216591054","","01-03-2021"
"208","Montana","US","2021-01-04 05:30:45","46.9219","-110.4544","82381","972","76501.0","4908.0","30.0","7707.961803105976","795796.0","","1.179883711049878","84000030.0","USA","74458.49371899497","","01-03-2021"
"209","Nebraska","US","2021-01-04 05:30:45","41.1254","-98.2681","169000","1672","105963.0","61365.0","31.0","8736.523008589707","1769798.0","","0.9893491124260356","84000031.0","USA","91490.41980802396","","01-03-2021"
"210","Nevada","US","2021-01-04 05:30:45","38.3135","-117.0554","231614","3180","","228434.0","32.0","7519.554204397439","2122793.0","","1.372973999844569","84000032.0","USA","68918.35997916988","","01-03-2021"
"211","New Hampshire","US","2021-01-04 05:30:45","43.4525","-71.5639","47376","780","39574.0","6096.0","33.0","3416.167111981885","1051054.0","","1.6792249730893434","84000033.0","USA","77299.80856226066","","01-03-2021"
